"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(-7,-6]","0","0","0","-1.92392","0","0","-158.00078","0","0"
"(-6,-5]","0","0","0","-1.86649","0","0","-153.28434","0","0"
"(-5,-4]","0","0","0","-1.80906","0","0","-148.5679","0","0"
"(-4,-3]","0","0","0","-1.75162","0","0","-143.85146","0","0"
"(-3,-2]","0","0","0","-1.69419","0","0","-139.13502","0","0"
"(-2,-1]","0","0","0","-1.63676","0","0","-134.41858","0","0"
"(-1,0]","0","0","0","-1.57933","0","0","-129.70213","0","0"
"(0,1]","0","0","0","-1.5219","0","0","-124.98569","0","0"
"(1,2]","0","0","0","-1.46447","0","0","-120.26925","0","0"
"(2,3]","0","0","0","-1.40704","0","0","-115.55281","0","0"
"(3,4]","0","0","0","-1.34961","0","0","-110.83637","0","0"
"(4,5]","0","0","0","-1.29218","0","0","-106.11993","0","0"
"(5,6]","0","0","0","-1.23475","0","0","-101.40349","0","0"
"(6,7]","0","0","0","-1.17732","0","0","-96.68705","0","0"
"(7,8]","0","0","0","-1.11989","0","0","-91.9706","0","0"
"(8,9]","0","0","0","-1.06246","0","0","-87.25416","0","0"
"(9,10]","0","0","0","-1.00503","0","0","-82.53772","0","0"
"(10,11]","0","0","0","-0.9476","0","0","-77.82128","0","0"
"(11,12]","0","0","0","-0.89017","0","0","-73.10484","0","0"
"(12,13]","0","0","0","-0.83274","0","0","-68.3884","0","0"
"(13,14]","0","0","0","-0.77531","0","0","-63.67196","0","0"
"(14,15]","0","0","0","-0.71788","0","0","-58.95552","0","0"
"(15,16]","0","0","0","-0.66045","0","0","-54.23907","0","0"
"(16,17]","0","0","0","-0.60302","0","0","-49.52263","0","0"
"(17,18]","0","0","0","-0.54559","0","0","-44.80619","0","0"
"(18,19]","0","0","0","-0.48816","0","0","-40.08975","0","0"
"(19,20]","0","0","0","-0.43073","0","0","-35.37331","0","0"
"(20,21]","0","0","0","-0.3733","0","0","-30.65687","0","0"
"(21,22]","0","0","0","-0.31587","0","0","-25.94043","0","0"
"(22,23]","0","1","-1","-0.25844","-0.25844","0.51687","-21.22399","-21.22399","42.44797"
"(23,24]","0","0","0","-0.20101","0","0","-16.50754","0","0"
"(24,25]","0","0","0","-0.14358","-0.14358","0.28715","-11.7911","-11.7911","23.58221"
"(25,26]","0","4","-4","-0.08615","0.34458","0.08615","-7.07466","28.29865","7.07466"
"(26,27]","0","6","-6","-0.02872","0.25844","0.11486","-2.35822","21.22399","9.43288"
"(27,28]","0","19","-19","0.0264","-0.63355","-0.15839","2.32399","-55.7757","-13.94393"
"(28,29]","0","14","-14","0.02607","-0.4432","-0.20857","6.18724","-105.18306","-49.49791"
"(29,30]","1","14","-13","-0.07872","1.96797","0.31488","8.50737","-212.68436","-34.0295"
"(30,31]","8","12","-4","-0.28191","2.53719","1.12764","9.37393","-84.36534","-37.49571"
"(31,32]","15","9","6","-0.57495","1.72484","-1.14989","8.91329","-26.73988","17.82659"
"(32,33]","11","7","4","-0.94927","-3.79708","5.69562","7.25188","29.00751","-43.51126"
"(33,34]","15","17","-2","-1.39633","-5.5853","4.18898","4.51607","18.06428","-13.54821"
"(34,35]","18","16","2","-1.90756","-7.63022","-1.90756","0.83228","3.3291","0.83228"
"(35,36]","20","18","2","-2.4744","-9.89762","-12.37202","-3.67311","-14.69244","-18.36555"
"(36,37]","21","14","7","-3.08831","-46.32472","9.26494","-8.87369","-133.10531","26.62106"
"(37,38]","14","23","-9","-3.74073","-11.22219","33.66657","-14.64306","-43.92918","131.78753"
"(38,39]","9","29","-20","-4.42309","61.9233","39.80784","-20.85482","291.96754","187.69342"
"(39,40]","12","28","-16","-5.12685","35.88794","123.04435","-27.38259","191.6781","657.18207"
"(40,41]","17","31","-14","-5.84344","75.9647","122.7122","-34.09995","443.2993","716.09887"
"(41,42]","14","31","-17","-6.56448","229.75696","144.41866","-40.88314","1430.90985","899.42905"
"(42,43]","22","23","-1","-7.28571","-94.71422","87.42852","-47.66896","-619.69654","572.02757"
"(43,44]","27","28","-1","-8.00693","40.03467","-88.07628","-54.45479","272.27395","-599.00269"
"(44,45]","28","17","11","-8.72816","-87.28159","-139.65055","-61.24062","-612.40616","-979.84985"
"(45,46]","24","2","22","-9.44938","-188.98768","-151.19015","-68.02644","-1360.52883","-1088.42306"
"(46,47]","24","0","24","-10.17061","-233.92401","-244.09462","-74.81227","-1720.68215","-1795.49442"
"(47,48]","15","2","13","-10.89183","-141.59384","-163.37751","-81.59809","-1060.77521","-1223.9714"
"(48,49]","32","0","32","-11.61306","-371.61788","-371.61788","-88.38392","-2828.2854","-2828.2854"
"(49,50]","14","0","14","-12.33428","-172.67997","-172.67997","-95.16974","-1332.37642","-1332.37642"
"(50,51]","4","0","4","-13.05551","-52.22203","-52.22203","-101.95557","-407.82228","-407.82228"
"(51,52]","0","0","0","-13.77673","0","0","-108.7414","0","0"
"(52,53]","0","0","0","-14.49796","0","0","-115.52722","0","0"
"(53,54]","0","0","0","-15.21918","0","0","-122.31305","0","0"
"(54,55]","0","0","0","-15.94041","0","0","-129.09887","0","0"
"(55,56]","0","0","0","-16.66163","0","0","-135.8847","0","0"
"(56,57]","0","0","0","-17.38286","0","0","-142.67052","0","0"
"(57,58]","0","0","0","-18.10408","0","0","-149.45635","0","0"
"(58,59]","0","0","0","-18.82531","0","0","-156.24218","0","0"
"(59,60]","0","0","0","-19.54653","0","0","-163.028","0","0"
"Total <20C","0","0","0","-147.45","0","0","-12109.46","0","0"
"Total >20C","365","365","0","-279.29","-978.56","-826.03","-2114.33","-7922.01","-7173.58"
"Total","365","365","0","-426.75","-978.56","-826.03","-14223.79","-7922.01","-7173.58"
