"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(-3,-2]","8","5","3","-1.5404","-3.0808","-3.0808","-97.79836","-195.59671","-195.59671"
"(-2,-1]","4","7","-3","-1.48818","-8.92909","14.88181","-94.48316","-566.89894","944.83157"
"(-1,0]","7","11","-4","-1.43596","2.87193","2.87193","-91.16796","182.33592","182.33592"
"(0,1]","8","5","3","-1.38375","-5.53499","-4.15124","-87.85276","-351.41104","-263.55828"
"(1,2]","10","7","3","-1.33153","-10.65224","1.33153","-84.53756","-676.30049","84.53756"
"(2,3]","5","3","2","-1.27931","3.83794","0","-81.22236","243.66709","0"
"(3,4]","5","6","-1","-1.2271","-2.45419","-1.2271","-77.90716","-155.81433","-77.90716"
"(4,5]","9","3","6","-1.17488","-4.69952","-7.04928","-74.59197","-298.36786","-447.5518"
"(5,6]","7","5","2","-1.12266","0","-4.49065","-71.27677","0","-285.10707"
"(6,7]","4","1","3","-1.07045","7.49312","0","-67.96157","475.73098","0"
"(7,8]","2","6","-4","-1.01823","10.18229","1.01823","-64.64637","646.46371","64.64637"
"(8,9]","2","4","-2","-0.96601","5.79607","0.96601","-61.33117","367.98703","61.33117"
"(9,10]","5","4","1","-0.9138","2.74139","0","-58.01597","174.04792","0"
"(10,11]","4","10","-6","-0.86158","4.30789","5.16947","-54.70078","273.50388","328.20465"
"(11,12]","7","5","2","-0.80936","-6.47489","4.04681","-51.38558","-411.08461","256.92788"
"(12,13]","3","10","-7","-0.75714","-0.75714","7.57145","-48.07038","-48.07038","480.70378"
"(13,14]","5","11","-6","-0.70493","3.52464","4.93449","-44.75518","223.7759","313.28626"
"(14,15]","4","14","-10","-0.65271","0.65271","5.22169","-41.43998","41.43998","331.51985"
"(15,16]","4","7","-3","-0.60049","0.60049","1.20099","-38.12478","38.12478","76.24957"
"(16,17]","5","17","-12","-0.54828","1.64483","3.28966","-34.80958","104.42875","208.85751"
"(17,18]","17","12","5","-0.49606","-1.98424","-5.45666","-31.49439","-125.97754","-346.43824"
"(18,19]","8","12","-4","-0.44384","3.55075","-1.77537","-28.17919","225.4335","-112.71675"
"(19,20]","11","6","5","-0.39163","-0.39163","-4.30789","-24.86399","-24.86399","-273.50388"
"(20,21]","6","1","5","-0.33941","0.33941","-2.03646","-21.54879","21.54879","-129.29274"
"(21,22]","13","0","13","-0.28719","-2.87193","-3.73351","-18.23359","-182.33592","-237.03669"
"(22,23]","12","0","12","-0.23498","-2.81971","-2.81971","-14.91839","-179.02072","-179.02072"
"(23,24]","12","0","12","-0.18276","-2.19311","-2.19311","-11.60319","-139.23834","-139.23834"
"(24,25]","4","0","4","-0.13054","-0.52217","-0.52217","-8.288","-33.15198","-33.15198"
"(25,26]","3","0","3","-0.07833","-0.23498","-0.23498","-4.9728","-14.91839","-14.91839"
"(26,27]","1","0","1","-0.02611","-0.02611","-0.02611","-1.6576","-1.6576","-1.6576"
"(27,28]","3","0","3","0.02564","0.07691","0.07691","1.65333","4.95999","4.95999"
"(28,29]","1","0","1","0.06561","0.06561","0.06561","4.85751","4.85751","4.85751"
"(29,30]","0","0","0","0.07169","0","0","7.75426","0","0"
"(30,31]","0","0","0","0.02128","0","0","10.13861","0","0"
"(31,32]","0","0","0","-0.10823","0","0","11.80563","0","0"
"(32,33]","0","0","0","-0.33942","0","0","12.55034","0","0"
"(33,34]","0","0","0","-0.69491","0","0","12.16779","0","0"
"(34,35]","0","0","0","-1.19728","0","0","10.45303","0","0"
"(35,36]","0","0","0","-1.86913","0","0","7.2011","0","0"
"(36,37]","0","0","0","-2.73306","0","0","2.20704","0","0"
"(37,38]","0","0","0","-3.80885","0","0","-4.70847","0","0"
"(38,39]","0","0","0","-5.0513","0","0","-13.13554","0","0"
"(39,40]","0","0","0","-6.35259","0","0","-22.09635","0","0"
"(40,41]","0","0","0","-7.65624","0","0","-31.0785","0","0"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","310","364","-54","-134.07","114.9","152.45","-8511.77","7295.09","9678.72"
"Total >20C","55","1","54","-424.07","-8.19","-11.42","-2368.55","-518.96","-724.5"
"Total","365","365","0","-558.13","106.72","141.02","-10880.33","6776.14","8954.22"
