"bin","T_y","T_by","T_diff","beta_low","effect_fa_low","effect_na_low","beta_high","effect_fa_high","effect_na_high"
"(11,12]","0","1","-1","-0.80936","0","0.80936","-51.38558","0","51.38558"
"(12,13]","0","1","-1","-0.75714","1.51429","0.75714","-48.07038","96.14076","48.07038"
"(13,14]","0","3","-3","-0.70493","4.22957","2.11478","-44.75518","268.53108","134.26554"
"(14,15]","0","9","-9","-0.65271","6.52711","6.52711","-41.43998","414.39981","414.39981"
"(15,16]","2","19","-17","-0.60049","7.20593","10.2084","-38.12478","457.49739","648.12131"
"(16,17]","1","21","-20","-0.54828","10.96554","8.22416","-34.80958","696.19168","522.14376"
"(17,18]","4","23","-19","-0.49606","11.90545","7.44091","-31.49439","755.86526","472.41579"
"(18,19]","12","17","-5","-0.44384","1.77537","1.77537","-28.17919","112.71675","112.71675"
"(19,20]","14","18","-4","-0.39163","7.04928","1.56651","-24.86399","447.5518","99.45595"
"(20,21]","24","18","6","-0.33941","0","-3.73351","-21.54879","0","-237.03669"
"(21,22]","18","16","2","-0.28719","0","-0.28719","-18.23359","0","-18.23359"
"(22,23]","27","15","12","-0.23498","-0.9399","-2.81971","-14.91839","-59.67357","-179.02072"
"(23,24]","14","15","-1","-0.18276","1.82759","0.73104","-11.60319","116.03195","46.41278"
"(24,25]","21","31","-10","-0.13054","3.00247","-1.04434","-8.288","190.62391","-66.30397"
"(25,26]","16","11","5","-0.07833","-0.46995","0.3133","-4.9728","-29.83679","19.89119"
"(26,27]","14","23","-9","-0.02611","0.13054","0.20887","-1.6576","8.288","13.26079"
"(27,28]","10","22","-12","0.02564","-0.05128","-0.51275","1.65333","-3.30666","-33.06659"
"(28,29]","17","14","3","0.06561","-0.39368","-0.39368","4.85751","-29.14506","-29.14506"
"(29,30]","25","21","4","0.07169","1.50557","-0.43016","7.75426","162.8394","-46.52554"
"(30,31]","20","16","4","0.02128","0.40431","-0.17023","10.13861","192.63367","-81.10891"
"(31,32]","21","18","3","-0.10823","-1.40696","-0.64936","11.80563","153.47313","70.83375"
"(32,33]","21","10","11","-0.33942","-5.09136","-3.73366","12.55034","188.25503","138.05369"
"(33,34]","22","12","10","-0.69491","-8.3389","-11.81344","12.16779","146.01346","206.8524"
"(34,35]","14","5","9","-1.19728","-13.17005","-14.36733","10.45303","114.9833","125.43633"
"(35,36]","21","6","15","-1.86913","-28.03695","-39.25174","7.2011","108.01646","151.22304"
"(36,37]","11","0","11","-2.73306","-30.0637","-30.0637","2.20704","24.27746","24.27746"
"(37,38]","5","0","5","-3.80885","-19.04426","-19.04426","-4.70847","-23.54237","-23.54237"
"(38,39]","3","0","3","-5.0513","-15.15389","-15.15389","-13.13554","-39.40662","-39.40662"
"(39,40]","3","0","3","-6.35259","-19.05777","-19.05777","-22.09635","-66.28904","-66.28904"
"(40,41]","5","0","5","-7.65624","-38.2812","-38.2812","-31.0785","-155.39251","-155.39251"
"(41,42]","0","0","0","-8.95989","0","0","-40.06066","0","0"
"(42,43]","0","0","0","-10.26354","0","0","-49.04281","0","0"
"(43,44]","0","0","0","-11.56718","0","0","-58.02497","0","0"
"(44,45]","0","0","0","-12.87083","0","0","-67.00712","0","0"
"(45,46]","0","0","0","-14.17448","0","0","-75.98928","0","0"
"(46,47]","0","0","0","-15.47813","0","0","-84.97143","0","0"
"(47,48]","0","0","0","-16.78178","0","0","-93.95359","0","0"
"(48,49]","0","0","0","-18.08542","0","0","-102.93575","0","0"
"(49,50]","0","0","0","-19.38907","0","0","-111.9179","0","0"
"(50,51]","0","0","0","-20.69272","0","0","-120.90006","0","0"
"(51,52]","0","0","0","-21.99637","0","0","-129.88221","0","0"
"(52,53]","0","0","0","-23.30002","0","0","-138.86437","0","0"
"(53,54]","0","0","0","-24.60366","0","0","-147.84652","0","0"
"(54,55]","0","0","0","-25.90731","0","0","-156.82868","0","0"
"(55,56]","0","0","0","-27.21096","0","0","-165.81083","0","0"
"(56,57]","0","0","0","-28.51461","0","0","-174.79299","0","0"
"(57,58]","0","0","0","-29.81826","0","0","-183.77514","0","0"
"(58,59]","0","0","0","-31.1219","0","0","-192.7573","0","0"
"(59,60]","0","0","0","-32.42555","0","0","-201.73945","0","0"
"Total <20C","33","112","-79","-134.07","52.03","39.42","-8511.77","3303.6","2502.97"
"Total >20C","332","253","79","-424.07","-172.63","-199.55","-2368.55","998.84","-178.83"
"Total","365","365","0","-558.13","-120.6","-160.13","-10880.33","4302.44","2324.14"
