region,decile,name
IND.17.239.898,3,Shikarpur
IND.17.239.899,4,Shimoga
IND.17.239.900,3,Sorab
IND.17.239.901,3,Tirthalli
IND.17.240.902,3,Chiknayakanhalli
IND.17.240.903,3,Gubbi
IND.17.240.904,3,Koratagere
IND.17.240.905,4,Kunigal
IND.17.240.906,3,Madhugiri
IND.17.240.907,3,Pavagada
IND.17.240.908,3,Sira
IND.17.240.909,3,Tiptur
IND.17.240.910,4,Tumkur
IND.17.240.911,3,Turuvekere
IND.17.241.912,3,Karkal
IND.17.241.913,3,Kundapura
IND.17.241.914,4,Udupi
IND.17.242.915,3,Ankola
IND.17.242.916,3,Bhatkal
IND.17.242.917,3,Haliyal
IND.17.242.918,3,Honavar
IND.17.242.919,3,Karwar
IND.17.242.920,3,Kumta
IND.17.242.921,3,Mundgod
IND.17.242.922,2,Siddapur
IND.17.242.923,3,Sirsi
IND.17.242.924,2,Supa
IND.17.242.925,2,Yellapur
IND.18.243.926,4,Alleppey
IND.18.243.927,4,Chengannur
IND.18.243.928,4,Haripad
IND.18.243.929,4,Mankombu
IND.18.243.930,4,Mavelikara
IND.18.243.931,4,n.a. ( 2250)
IND.18.243.932,4,Shertallai
IND.18.244.933,4,Alwaye
IND.18.244.934,5,Cochin
IND.18.244.935,5,Ernakulam
IND.18.244.936,4,Kotamangalam
IND.18.244.937,4,Muvattupula
IND.18.244.938,4,Parur
IND.18.244.939,4,Perumbavur
IND.18.245.940,3,Devikolam
IND.18.245.941,3,Pirmed
IND.18.245.942,3,Todupulai
IND.18.245.943,3,Udumbanchola
IND.18.246.944,4,Cannanore
IND.18.246.945,3,Talipparamba
IND.18.246.946,3,Tellicherry
IND.18.247.947,3,Hosdurg
IND.18.247.948,3,Kasaragod
IND.18.248.949,4,Karunagapalli
IND.18.248.950,4,Kottarakara
IND.18.248.951,4,Kunnattur
IND.18.248.952,3,Punalur
IND.18.248.953,4,Quilon
IND.18.249.954,4,Changanacheri
IND.18.249.955,3,Kanjirapalli
IND.18.249.956,4,Kottayam
IND.18.249.957,3,Pala (Lalam)
IND.18.249.958,4,Vaikam
IND.18.250.959,4,Kozhikode
IND.18.250.960,3,Mahe
IND.18.250.961,3,Quilandi
IND.18.251.962,3,Malappuram
IND.18.251.963,4,Perintalmanna
IND.18.251.964,4,Ponnani
IND.18.251.965,4,Tirur
IND.18.252.966,4,Alattur
IND.18.252.967,3,Chittur
IND.18.252.968,3,Mannarkkad
IND.18.252.969,4,Ottappalam
IND.18.252.970,4,Palghat
IND.18.253.971,4,Adur
IND.18.253.972,4,Mallapalli
IND.18.253.973,3,n.a. ( 2275)
IND.18.253.974,3,Rani
IND.18.253.975,4,Tiruvalla
IND.18.254.976,4,Chirayinkil
IND.18.254.977,4,Nedumangad
IND.18.254.978,4,Neyyattinkara
IND.18.254.979,5,Trivandrum
IND.18.255.980,4,Chavakkad
IND.18.255.981,4,Irinjalakuda
IND.18.255.982,4,Kodungallur
IND.18.255.983,4,Trichur
IND.18.255.984,4,Vadakkancheri
IND.18.256.985,3,Manantavadi
IND.18.256.986,3,Sultans Battery
IND.18.256.987,3,Vayittiri
IND.19.257.988,3,Amini Island
IND.19.257.989,3,Androth Island
IND.19.257.990,3,Kavaratti
IND.19.257.991,3,Minicoy Island
IND.19.257.992,3,n.a. ( 2239)
IND.20.258.993,3,Anuppur
IND.20.259.994,2,Ashoknagar
IND.20.259.995,2,Chanderi
IND.20.259.996,2,Mungaoli
IND.20.260.1000,3,Waraseoni
IND.20.260.997,2,Baihar
IND.20.260.998,3,Balaghat
IND.20.260.999,3,Lanji
IND.20.261.1001,3,Barwani
IND.20.261.1002,3,Pansemal
IND.20.261.1003,3,Rajpur
IND.20.261.1004,2,Sendhwa
IND.20.262.1005,3,Betul
IND.20.262.1006,2,Bhainsdehi
IND.20.262.1007,3,Multai
IND.20.263.1008,3,Bhind
IND.20.263.1009,3,Gohad
IND.20.263.1010,3,Lahar
IND.20.263.1011,3,Mahgawan
IND.20.264.1012,3,Berasia
IND.20.264.1013,4,Bhopal
IND.20.265.1014,3,Burhanpur
IND.20.266.1015,2,Bijawar
IND.20.266.1016,3,Chhatarpur
IND.20.266.1017,2,Lauri
IND.20.267.1018,2,Amarwara
IND.20.267.1019,3,Chhindwara
IND.20.267.1020,3,Parasia
IND.20.267.1021,3,Sausar
IND.20.268.1022,3,Damoh
IND.20.268.1023,2,Hatta
IND.20.269.1024,2,Bhander
IND.20.269.1025,3,Datia
IND.20.269.1026,3,Seondha
IND.20.270.1027,2,Bagli
IND.20.270.1028,3,Dewas
IND.20.270.1029,3,Kannod
IND.20.270.1030,3,Khategaon
IND.20.270.1031,3,Sonkach
IND.20.271.1032,3,Badnawar
IND.20.271.1033,3,Dhar
IND.20.271.1034,3,Kukshi
IND.20.271.1035,3,Manawar
IND.20.271.1036,3,Sardarpur
IND.20.272.1037,2,Dindori
IND.20.273.1038,2,Harsud
IND.20.273.1039,3,Khandwa
IND.20.274.1040,3,Chachaura
IND.20.274.1041,3,Guna
IND.20.274.1042,3,Raghogarh
IND.20.275.1043,3,Dabra
IND.20.275.1044,3,Gwalior
IND.20.276.1045,3,Harda
IND.20.277.1046,3,Babai
IND.20.277.1047,4,Hoshangabad
IND.20.277.1048,3,Itarsi
IND.20.277.1049,3,Piparia
IND.20.277.1050,3,Seonimalwa
IND.20.277.1051,2,Sohagpur
IND.20.278.1052,3,Depalpur
IND.20.278.1053,4,Indore
IND.20.278.1054,3,Mhow
IND.20.278.1055,4,Sanwer
IND.20.279.1056,4,Jabalpur
IND.20.279.1057,3,Patan
IND.20.280.1058,2,Alirajpur
IND.20.280.1059,3,Jhabua
IND.20.280.1060,2,Jobat
IND.20.280.1061,2,Petlawad
IND.20.280.1062,2,Thandla
IND.20.281.1063,3,Murwara
IND.20.281.1064,3,Sihora
IND.20.282.1065,2,Mandla
IND.20.282.1066,2,Niwas
IND.20.283.1067,3,Bhanpura
IND.20.283.1068,3,Garot
IND.20.283.1069,3,Malhargarh
IND.20.283.1070,3,Mandsaur
IND.20.283.1071,2,Sitamau
IND.20.284.1072,3,Ambah
IND.20.284.1073,2,Jora
IND.20.284.1074,3,Morena
IND.20.284.1075,2,Sabalgarh
IND.20.285.1076,3,Gadarwara
IND.20.285.1077,3,Narsimhapur
IND.20.286.1078,3,Jawad
IND.20.286.1079,3,Manasa
IND.20.286.1080,4,Nimach
IND.20.287.1081,2,Ajaigarh
IND.20.287.1082,2,Panna
IND.20.287.1083,2,Pawai
IND.20.288.1084,3,Bareli
IND.20.288.1085,2,Begamganj
IND.20.288.1086,2,Gairatganj
IND.20.288.1087,3,Goharganj
IND.20.288.1088,3,Raisen
IND.20.288.1089,2,Silvani
IND.20.288.1090,2,Udaipura
IND.20.289.1091,3,Biaora
IND.20.289.1092,2,Khilchipur
IND.20.289.1093,3,Narsinghgarh
IND.20.289.1094,2,Rajgarh
IND.20.289.1095,3,Sarangpur
IND.20.290.1096,2,Alot
IND.20.290.1097,3,Jaora
IND.20.290.1098,3,Ratlam
IND.20.290.1099,2,Sailana
IND.20.291.1100,3,Mauganj
IND.20.291.1101,4,Rewa
IND.20.291.1102,3,Sirmaur
IND.20.291.1103,3,Teonthar
IND.20.292.1104,2,Banda
IND.20.292.1105,3,Khurai
IND.20.292.1106,3,Rehli
IND.20.292.1107,3,Sagar
IND.20.293.1108,3,Amarpatan
IND.20.293.1109,3,Maihar
IND.20.293.1110,3,Nagod
IND.20.293.1111,3,Satna
IND.20.294.1112,3,Ashta
IND.20.294.1113,3,Budhni
IND.20.294.1114,2,Ichhawar
IND.20.294.1115,3,Nasrullahganj
IND.20.294.1116,3,Sehore
IND.20.295.1117,2,Lakhnadon
IND.20.295.1118,3,Seoni
IND.20.296.1119,2,Beohari
IND.20.296.1120,2,Jaisinghnagar
IND.20.296.1121,2,Rajendragram
IND.20.296.1122,3,Shahdol
IND.20.297.1123,2,Agar
IND.20.297.1124,3,Shajapur
IND.20.297.1125,3,Shujalpur
IND.20.297.1126,2,Susner
IND.20.298.1127,2,Bijaipur
IND.20.298.1128,2,Sheopur
IND.20.299.1129,2,Karera
IND.20.299.1130,2,Kolaras
IND.20.299.1131,2,Pichor
IND.20.299.1132,2,Pohri
IND.20.299.1133,3,Shivpuri
IND.20.300.1134,3,Devsar
IND.20.300.1135,2,Sidhi
IND.20.300.1136,4,Singrauli
IND.20.301.1137,2,Jatara
IND.20.301.1138,3,Nivari
IND.20.301.1139,3,Tikamgarh
IND.20.302.1140,3,Barnagar
IND.20.302.1141,3,Khachrod
IND.20.302.1142,2,Mehidpur
IND.20.302.1143,3,Tarana
IND.20.302.1144,4,Ujjain
IND.20.303.1145,2,Bandhogarh
IND.20.304.1146,2,Basoda
IND.20.304.1147,3,Korwai
IND.20.304.1148,2,Leteri
IND.20.304.1149,2,Sironj
IND.20.304.1150,3,Vidisha
IND.20.305.1151,3,Barwah
IND.20.305.1152,2,Bhagwanpur
IND.20.305.1153,2,Bhikangaon
IND.20.305.1154,2,Jhirnia
IND.20.305.1155,3,Kasrawad
IND.20.305.1156,3,Khargon
IND.20.305.1157,3,Maheshwar
IND.20.305.1158,3,Segaon
IND.2.10.64,4,Huzurabad
IND.2.10.65,4,Jagtial
IND.2.10.66,4,Karimnagar
IND.2.10.67,3,Manthani
IND.2.10.68,4,Metpalli
IND.2.10.69,4,Sirsilla
IND.2.10.70,4,Sultanabad
IND.2.11.71,3,Bhadrachalam
IND.2.11.72,3,Borgampad
IND.2.11.73,4,Khammam
IND.2.11.74,3,Kottagudem
IND.2.11.75,3,Madhira
IND.2.11.76,3,Venkatapuram
IND.2.11.77,3,Yellandu
IND.2.12.78,3,Avanigadda
IND.2.12.79,4,Gannavaram
IND.2.12.80,4,Gudivada
IND.2.12.81,4,Jaggayyapeta
IND.2.12.82,4,Kaikalur
IND.2.12.83,4,Machilipatnam
IND.2.12.84,4,Nandigama
IND.2.12.85,4,Nuzvid
IND.2.12.86,3,Tiruvuru
IND.2.12.87,4,Vijayawada
IND.21.306.1159,4,Ahmadnagar
IND.21.306.1160,3,Akola
IND.21.306.1161,3,Karjat
IND.21.306.1162,4,Kopargaon
IND.21.306.1163,4,Nevasa
IND.21.306.1164,3,Parner
IND.21.306.1165,3,Pathardi
IND.21.306.1166,4,Rahuri
IND.21.306.1167,3,Sangamner
IND.21.306.1168,3,Shevgaon
IND.21.306.1169,4,Shrigonda
IND.21.306.1170,4,Shrirampur
IND.21.307.1171,4,Akola
IND.21.307.1172,3,Akot
IND.21.307.1173,3,Barsi Takli
IND.21.307.1174,3,Murtajapur
IND.21.307.1175,3,Patur
IND.21.307.1176,3,Telhara
IND.21.308.1177,4,Achalpur
IND.21.308.1178,4,Amravati
IND.21.308.1179,3,Anjangaon
IND.21.308.1180,3,Bhatkuli Jain
IND.21.308.1181,3,Chandur Bazar
IND.21.308.1182,3,Chandur
IND.21.308.1183,2,Chikhaldara
IND.21.308.1184,3,Daryapur
IND.21.308.1185,2,Dharni
IND.21.308.1186,3,Morshi
IND.21.308.1187,3,Nandgaon Khandeshwar
IND.21.308.1188,3,Tivsa
IND.21.308.1189,3,Warud
IND.21.309.1190,4,Aurangabad
IND.21.309.1191,4,Gangapur
IND.21.309.1192,3,Kannad
IND.21.309.1193,3,Khuldabad
IND.21.309.1194,3,Paithan
IND.21.309.1195,3,Sillod
IND.21.309.1196,3,Soygaon
IND.21.309.1197,3,Vaijapur
IND.21.310.1198,3,Amgaon
IND.21.310.1199,3,Bhandara
IND.21.310.1200,3,Lakhandur
IND.21.310.1201,3,Mohari
IND.21.310.1202,3,Pawni
IND.21.310.1203,3,Sakoli
IND.21.310.1204,3,Salekasa
IND.21.310.1205,3,Tumsar
IND.21.311.1206,4,Ambajogai
IND.21.311.1207,3,Ashti
IND.21.311.1208,3,Bid
IND.21.311.1209,3,Gevrai
IND.21.311.1210,3,Jamkhed
IND.21.311.1211,3,Kaij
IND.21.311.1212,3,Majalgaon
IND.21.311.1213,3,Patoda
IND.21.312.1214,3,Chikhli
IND.21.312.1215,3,Jalgaon
IND.21.312.1216,3,Lonar
IND.21.312.1217,3,Malkapur
IND.21.312.1218,3,n.a. ( 1378)
IND.21.312.1219,3,Nandura
IND.21.312.1220,3,Sangrampur
IND.21.312.1221,3,Sindkhed Raja
IND.21.313.1222,3,Bhadravathi
IND.21.313.1223,3,Bramhapuri
IND.21.313.1224,4,Chandrapur
IND.21.313.1225,3,Chimur
IND.21.313.1226,3,Gond Pipri
IND.21.313.1227,3,Mul
IND.21.313.1228,3,Nagbhir
IND.21.313.1229,3,Rajura
IND.21.313.1230,3,Sindewahi
IND.21.313.1231,3,Warora
IND.21.314.1232,3,Dhule
IND.21.314.1233,3,Sakri
IND.21.314.1234,3,Shirpur
IND.21.314.1235,3,Sindkheda
IND.21.315.1236,2,Ahiri
IND.21.315.1237,3,Armori
IND.21.315.1238,3,Chamursi
IND.21.315.1239,2,Dhanora
IND.21.315.1240,3,Garhchiroli
IND.21.315.1241,2,Itapalli
IND.21.315.1242,2,Kurkheda
IND.21.315.1243,2,Sironcha
IND.21.316.1244,3,Arjuni Morgaon
IND.21.316.1245,3,Deori
IND.21.316.1246,4,Gondia
IND.21.316.1247,3,Goregaon
IND.21.316.1248,3,Tirora
IND.21.317.1249,5,Bombay
IND.21.317.1250,5,n.a. ( 1549)
IND.21.317.1251,4,n.a. ( 1551)
IND.21.317.1252,5,n.a. ( 1556)
IND.21.317.1253,5,n.a. ( 1557)
IND.21.317.1254,5,n.a. ( 1558)
IND.21.317.1255,5,n.a. ( 1565)
IND.21.317.1256,5,n.a. ( 1569)
IND.21.317.1257,5,n.a. ( 1571)
IND.21.317.1258,5,Thane
IND.21.318.1259,3,Basmat
IND.21.318.1260,3,Hingoli
IND.21.318.1261,3,Kalamnuri
IND.21.319.1262,3,Amalner
IND.21.319.1263,3,Bhadgaon
IND.21.319.1264,4,Bhusawal
IND.21.319.1265,3,Chalisgaon
IND.21.319.1266,3,Chopda
IND.21.319.1267,3,Edalabad
IND.21.319.1268,3,Erandol
IND.21.319.1269,4,Jalgaon
IND.21.319.1270,3,Jamner
IND.21.319.1271,3,Pachora
IND.21.319.1272,3,Parola
IND.21.319.1273,3,Raver
IND.21.319.1274,3,Yaval
IND.21.320.1275,3,Ambad
IND.21.320.1276,3,Bhokardan
IND.21.320.1277,3,Jalna
IND.21.320.1278,3,n.a. ( 1456)
IND.21.320.1279,3,Partur
IND.21.321.1280,3,Ajra
IND.21.321.1281,3,Bavda
IND.21.321.1282,3,Chandgad
IND.21.321.1283,4,Gadhinglaj
IND.21.321.1284,3,Gargoti
IND.21.321.1285,4,Hatkalangda
IND.21.321.1286,4,Kagal
IND.21.321.1287,4,Kolhapur
IND.21.321.1288,3,Panhala
IND.21.321.1289,3,Radhanagari
IND.21.321.1290,3,Shahuwadi
IND.21.321.1291,4,Shirol
IND.21.322.1292,3,Ahmadpur
IND.21.322.1293,3,Ausa
IND.21.322.1294,4,Latur
IND.21.322.1295,3,Nilanga
IND.21.322.1296,3,Udgir
IND.21.323.1297,3,Bhiwapur
IND.21.323.1298,4,Hingana
IND.21.323.1299,4,Kalmeshwar
IND.21.323.1300,4,Kamthi
IND.21.323.1301,3,Katol
IND.21.323.1302,3,Kuhi
IND.21.323.1303,4,Mauda
IND.21.323.1304,4,Nagpur
IND.21.323.1305,3,Narkher
IND.21.323.1306,3,Parsivni
IND.21.323.1307,3,Ramtek
IND.21.323.1308,3,Savner
IND.21.323.1309,3,Umred
IND.21.324.1310,3,Bhokar
IND.21.324.1311,3,Biloli
IND.21.324.1312,3,Diglur
IND.21.324.1313,3,Hadgaon
IND.21.324.1314,3,Kandahar
IND.21.324.1315,3,Kinwat
IND.21.324.1316,3,Mukher
IND.21.324.1317,4,Nanded
IND.21.325.1318,3,Akkalkuva
IND.21.325.1319,2,Dhadgaon
IND.21.325.1320,3,Nandurbar
IND.21.325.1321,3,Navapur
IND.21.325.1322,3,Shahada
IND.21.325.1323,3,Taloda
IND.21.326.1324,3,Chandvad
IND.21.326.1325,3,Dindori
IND.21.326.1326,3,Igatpuri
IND.21.326.1327,3,Kalvan
IND.21.326.1328,3,Malegaon
IND.21.326.1329,3,Nandgaon
IND.21.326.1330,4,Nashik
IND.21.326.1331,4,Niphad
IND.21.326.1332,3,Peint
IND.21.326.1333,3,Satana
IND.21.326.1334,3,Sinnar
IND.21.326.1335,3,Surgana
IND.21.326.1336,3,Yeola
IND.21.327.1337,3,Bhum
IND.21.327.1338,3,Kallam
IND.21.327.1339,3,Osmanabad
IND.21.327.1340,3,Parenda
IND.21.327.1341,3,Tuljapur
IND.21.327.1342,3,Umarga
IND.21.328.1343,3,Gangakher
IND.21.328.1344,3,Jintur
IND.21.328.1345,3,Parbhani
IND.21.328.1346,3,Pathri
IND.21.329.1347,4,Baramati
IND.21.329.1348,3,Bhor
IND.21.329.1349,4,Daund
IND.21.329.1350,3,Ghod
IND.21.329.1351,4,Indapur
IND.21.329.1352,4,Junnar
IND.21.329.1353,4,n.a. ( 1612)
IND.21.329.1354,4,Paud
IND.21.329.1355,4,Rajgurunagar
IND.21.329.1356,4,Sasvad
IND.21.329.1357,4,Shirur
IND.21.329.1358,4,Wadgaon
IND.21.330.1359,4,Alibag
IND.21.330.1360,4,Khalapur
IND.21.330.1361,3,Mahad
IND.21.330.1362,3,Mangaon
IND.21.330.1363,3,Mhasla
IND.21.330.1364,3,n.a. ( 1572)
IND.21.330.1365,4,n.a. ( 1575)
IND.21.330.1366,5,n.a. ( 1586)
IND.21.330.1367,5,n.a. ( 1589)
IND.21.330.1368,4,n.a. ( 1593)
IND.21.330.1369,4,n.a. ( 1598)
IND.21.330.1370,4,n.a. ( 1599)
IND.21.330.1371,3,n.a. ( 1634)
IND.21.330.1372,3,n.a. ( 1656)
IND.21.330.1373,3,n.a. ( 1657)
IND.21.330.1374,3,n.a. ( 1681)
IND.21.330.1375,3,Pali
IND.21.330.1376,4,Pen
IND.21.330.1377,3,Poladpur
IND.21.330.1378,4,Roha
IND.21.331.1379,3,Chiplun
IND.21.331.1380,3,Dapoli
IND.21.331.1381,3,Devrukh
IND.21.331.1382,3,Guhagar
IND.21.331.1383,3,Khed
IND.21.331.1384,3,Lanja
IND.21.331.1385,3,Mandangarh
IND.21.331.1386,3,Rajapur
IND.21.331.1387,3,Ratnagiri
IND.21.332.1388,3,Atpadi
IND.21.332.1389,4,Islampur
IND.21.332.1390,3,Jath
IND.21.332.1391,3,Kavathe Mahankal
IND.21.332.1392,4,Sangli
IND.21.332.1393,3,Shirala
IND.21.332.1394,4,Tasgaon
IND.21.332.1395,3,Vite
IND.21.333.1396,3,Dahivadi
IND.21.333.1397,4,Karad
IND.21.333.1398,3,Koregaon
IND.21.333.1399,3,Mahabaleshwar
IND.21.333.1400,3,Medha
IND.21.333.1401,3,Patan
IND.21.333.1402,4,Phaltan
IND.21.333.1403,4,Satara
IND.21.333.1404,4,Shirwal
IND.21.333.1405,3,Vaduj
IND.21.333.1406,4,Wai
IND.21.334.1407,3,Devgarh
IND.21.334.1408,3,Kankauli
IND.21.334.1409,3,Kudal
IND.21.334.1410,3,Malvan
IND.21.334.1411,3,Savantvadi
IND.21.334.1412,3,Vaibhavwadi
IND.21.334.1413,3,Vengurla
IND.21.335.1414,3,Akalkot
IND.21.335.1415,3,Barsi
IND.21.335.1416,3,Karmal
IND.21.335.1417,4,Madha
IND.21.335.1418,4,Malsiras
IND.21.335.1419,3,Mangalwedha
IND.21.335.1420,4,Mohol
IND.21.335.1421,4,n.a. ( 1703)
IND.21.335.1422,4,Pandharpur
IND.21.335.1423,3,Sangole
IND.21.335.1424,4,Solapur
IND.21.336.1425,4,Bhiwandi
IND.21.336.1426,3,Dahanu
IND.21.336.1427,3,Jawhar
IND.21.336.1428,4,Kalyan
IND.21.336.1429,3,Mokhada
IND.21.336.1430,3,Murbad
IND.21.336.1431,3,n.a. ( 1482)
IND.21.336.1432,4,Palghar
IND.21.336.1433,3,Shahapur
IND.21.336.1434,4,Talasri
IND.21.336.1435,4,Ulhasnagar
IND.21.336.1436,4,Vada
IND.21.336.1437,4,Vasai
IND.21.337.1438,3,Arvi
IND.21.337.1439,3,Ashti
IND.21.337.1440,3,Deoli
IND.21.337.1441,3,Hinganghat
IND.21.337.1442,3,Karanja
IND.21.337.1443,3,Samudrapur
IND.21.337.1444,3,Selu
IND.21.337.1445,4,Wardha
IND.21.338.1446,3,Karanja
IND.21.338.1447,3,Malegaon
IND.21.338.1448,3,Mangrul Pir
IND.21.338.1449,3,Manora
IND.21.338.1450,3,Risod
IND.21.338.1451,3,Washim
IND.21.339.1452,3,Babulgaon
IND.21.339.1453,3,Darwha
IND.21.339.1454,3,Digras
IND.21.339.1455,3,Ghatanji
IND.21.339.1456,3,Kalam
IND.21.339.1457,3,Mahagaon
IND.21.339.1458,3,Maregaon
IND.21.339.1459,3,Ner
IND.21.339.1460,3,Pandharkawada
IND.21.339.1461,3,Pusad
IND.21.339.1462,3,Ralegaon
IND.21.339.1463,3,Umarkhed
IND.21.339.1464,4,Wani
IND.21.339.1465,3,Yavatmal
IND.2.13.88,3,Adoni
IND.2.13.89,3,Allagadda
IND.2.13.90,3,Alur
IND.2.13.91,3,Atmakur
IND.2.13.92,3,Banganapalli
IND.2.13.93,3,Dhone
IND.2.13.94,3,Koilkuntla
IND.2.13.95,4,Kurnool
IND.2.13.96,3,Nandikotkur
IND.2.13.97,3,Nandyal
IND.2.13.98,3,Pattikonda
IND.2.14.100,3,Alampur
IND.2.14.101,4,Atamkur
IND.2.14.102,4,Farooq Nagar
IND.2.14.103,3,Gadwal
IND.2.14.104,4,Kalwakurti
IND.2.14.105,3,Kolhapur
IND.2.14.106,3,Korangal
IND.2.14.107,4,Mahbubnagar
IND.2.14.108,3,Makhtal
IND.2.14.109,4,Nagar Karnul
IND.2.14.110,4,Wanparthy
IND.2.14.99,3,Achampet
IND.2.15.111,4,Gajwel
IND.2.15.112,4,Jogipet
IND.2.15.113,4,Medak
IND.2.15.114,3,Narayankher
IND.2.15.115,4,Narsapur
IND.2.15.116,4,Sangareddi
IND.2.15.117,4,Siddipet
IND.2.15.118,4,Zahirabad
IND.2.16.119,4,Bhongir
IND.2.16.120,3,Devarkonda
IND.2.16.121,4,Huzurnagar
IND.2.16.122,4,Mirialguda
IND.2.16.123,4,Nalgonda
IND.2.16.124,4,Ramannapet
IND.2.16.125,4,Suriapet
IND.2.17.126,3,Atmakur
IND.2.17.127,4,Gudur
IND.2.17.128,3,Kavali
IND.2.17.129,4,Kovvur
IND.2.17.130,3,n.a. ( 1971)
IND.2.17.131,3,n.a. ( 1975)
IND.2.17.132,3,n.a. ( 1983)
IND.2.17.133,3,n.a. ( 1991)
IND.2.17.134,2,n.a. ( 1992)
IND.2.17.135,3,n.a. ( 1997)
IND.2.17.136,2,n.a. ( 1998)
IND.2.17.137,3,n.a. ( 2000)
IND.2.17.138,3,n.a. ( 2002)
IND.2.17.139,4,n.a. ( 2010)
IND.2.17.140,2,n.a. ( 2011)
IND.2.17.141,2,n.a. ( 2012)
IND.2.17.142,3,n.a. ( 2015)
IND.2.17.143,3,n.a. ( 2016)
IND.2.17.144,3,n.a. ( 2019)
IND.2.17.145,3,n.a. ( 2020)
IND.2.17.146,4,Nellore
IND.2.17.147,3,Rapur
IND.2.17.148,4,Suluru
IND.2.17.149,3,Udayagiri
IND.2.17.150,3,Venkatagiri
IND.2.18.151,4,Armur
IND.2.18.152,4,Banswada
IND.2.18.153,4,Bodhan
IND.2.18.154,4,Kamareddy
IND.2.18.155,3,Madnur
IND.2.18.156,4,Nizamabad
IND.2.18.157,3,Yellareddi
IND.2.19.158,4,Addanki
IND.2.19.159,4,Chirala
IND.2.19.160,3,Darsi
IND.2.19.161,3,Giddalur
IND.2.19.162,3,Kandukur
IND.2.19.163,3,Kanigiri
IND.2.19.164,3,Markapur
IND.2.19.165,4,Ongole
IND.2.19.166,3,Podili
IND.2.20.167,4,Chevella
IND.2.20.168,4,Ibrahimpatan
IND.2.20.169,5,Medchal
IND.2.20.170,5,n.a. ( 1728)
IND.2.20.171,4,Pargi
IND.2.20.172,4,Tandur
IND.2.20.173,4,Vikarabad
IND.2.21.174,3,Chipurupalle
IND.2.21.175,3,Ichchapuram
IND.2.21.176,3,Narsannapeta
IND.2.21.177,3,Palakonda
IND.2.21.178,3,Pathapatnam
IND.2.21.179,3,Sompeta
IND.2.21.180,4,Srikakulam
IND.2.21.181,3,Tekkali
IND.2.22.182,4,Anakapalli
IND.2.22.183,4,Bhimunipatnam
IND.2.22.184,2,Chintapalle
IND.2.22.185,3,Chodavaram
IND.2.22.186,2,n.a. ( 1651)
IND.2.22.187,3,Narsipatnam
IND.2.22.188,2,Paderu
IND.2.22.189,5,Vishakhapatnam
IND.2.22.190,4,Yellamanchili
IND.2.23.191,3,Bobbili
IND.2.23.192,3,Gajapatinagaram
IND.2.23.193,2,n.a. ( 1607)
IND.2.23.194,3,Parvathipuram
IND.2.23.195,4,Puspatirega
IND.2.23.196,3,Salur
IND.2.23.197,3,Srungavarapukota
IND.2.23.198,4,Vizianagaram
IND.22.340.1466,3,Bishnupur
IND.22.340.1467,3,Moirang
IND.22.341.1468,2,Chakpikarong
IND.22.341.1469,2,Chandel
IND.22.341.1470,2,Tengnoupal
IND.22.342.1471,3,Churachandpur
IND.22.342.1472,2,Henglep
IND.22.342.1473,2,Parbung
IND.22.342.1474,2,Thanlon
IND.22.342.1475,2,Thinghat
IND.22.343.1476,3,n.a. ( 745)
IND.22.343.1477,3,n.a. ( 765)
IND.22.344.1478,2,Kangpokpi
IND.22.344.1479,2,Karong
IND.22.344.1480,2,Saikul
IND.22.345.1481,2,Nungba
IND.22.345.1482,2,Tamei
IND.22.345.1483,2,Tamenglong
IND.22.345.1484,2,Tousem
IND.22.346.1485,3,Kakching
IND.22.346.1486,3,Thoubal
IND.22.347.1487,2,Chingai
IND.22.347.1488,2,Kamjong
IND.22.347.1489,2,Kasom Khullen
IND.22.347.1490,2,Phungyar
IND.22.347.1491,2,Ukhrul
IND.22.348.1492,4,Imphal
IND.22.348.1493,3,n.a. ( 776)
IND.2.24.199,4,Hanmakonda
IND.2.24.200,3,Jangaon
IND.2.24.201,3,Mulug
IND.2.24.202,4,n.a. ( 1711)
IND.2.24.203,3,Narsampet
IND.2.24.204,4,Parkal
IND.2.25.205,4,Bhimavaram
IND.2.25.206,3,Chintalapudi
IND.2.25.207,4,Eluru
IND.2.25.208,4,Kovvur
IND.2.25.209,4,Narsapur
IND.2.25.210,3,Polavaram
IND.2.25.211,4,Tadepallegudem
IND.2.25.212,4,Tanuku
IND.2.3.10,4,Nirmal
IND.2.3.11,3,Sirpur
IND.2.3.12,3,Utnur
IND.2.3.3,3,Adilabad
IND.23.349.1494,2,Williamnagar
IND.23.350.1495,3,Shillong
IND.23.351.1496,3,Jowai
IND.23.352.1497,3,Ri-Bhoi
IND.23.353.1498,2,South Garo Hills
IND.23.354.1499,2,Tura
IND.23.355.1500,2,Nongstoin
IND.2.3.4,3,Asifabad
IND.2.3.5,3,Boath
IND.2.3.6,3,Chinnur
IND.2.3.7,3,Khanapur
IND.2.3.8,3,Laxettipet
IND.2.3.9,3,Mudhol
IND.2.4.13,4,Anantapur
IND.2.4.14,3,Dharmavaram
IND.2.4.15,3,Gooty
IND.2.4.16,4,Hindupur
IND.2.4.17,3,Kadiri
IND.2.4.18,3,Kalyandurg
IND.2.4.19,3,Madakasira
IND.2.4.20,3,Penukonda
IND.2.4.21,3,Rayadurg
IND.2.4.22,4,Tadpatri
IND.24.356.1501,2,Aizawl
IND.24.357.1502,2,Champhai
IND.24.358.1503,2,Kolasib
IND.24.359.1504,2,Chawngte
